"date"	"pr.87544"	"pr.87448"	"pr.87453"	"pr.87534"	"pr.87468"	"pr.87484"	"pr.87537"	"pr.87548"	"pr.87532"	"pr.87540"	"pr.87550"	"pr.87616"	"pr.87623"	"pr.87624"	"pr.87637"	"pr.87640"	"pr.87679"
1986-06-20	2	0	0	0.4	NA	0	0	0.2	0	0.1	4.1	NA	0	0.3	1.3	0.8	2
1986-06-21	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0
1986-06-22	0	0	0	0	NA	32	0	5.4	0	0	0	0	0	0	0	0	0
1986-06-23	0	0	0	0	NA	13	0	0.4	0	0	0	0	0	0	0	0	0
1986-06-24	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-06-25	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-06-26	0	0	0	0.5	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-06-27	0	0	0	0	NA	0	0	0	0.2	0.2	0	0	0	0	0	0	0.5
1986-06-28	0	0	0	0	NA	0	0	0.8	0	0	0	0	0	0	0	0	0
1986-06-29	0	0	0	0	NA	0.2	0	0	0	0	0	0	0	0	0	0	0
1986-06-30	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-07-01	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-07-02	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-07-03	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-07-04	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-07-05	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-07-06	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-07-07	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-07-08	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0.3
1986-07-09	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0.5	0	2.8
1986-07-10	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-07-11	0	0	0	0	NA	0.4	0	0	0	0	0.2	0	0	0	0	0	0
1986-07-12	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-07-13	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-07-14	0	0	0.5	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-07-15	0	1.8	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-07-16	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-07-17	11	2	4	2.1	NA	1.7	0	0.6	10.8	0	0.6	0	0	0	0	0	0
1986-07-18	0	0	0.5	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-07-19	0	0	5.8	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-07-20	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-07-21	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-07-22	0	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0
1986-07-23	0	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0
1986-07-24	0	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0
1986-07-25	0	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0
1986-07-26	0	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0
1986-07-27	0	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0
1986-07-28	0	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0
1986-07-29	0	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0
1986-07-30	0	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0
1986-07-31	0	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0.2
1986-08-01	0	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0
1986-08-02	0	1	0	0	NA	2.5	0	3.2	0	NA	0	0	0	0	0	0	0
1986-08-03	0	0.8	0	0	NA	0	0	0	0.7	NA	0	0	0	0	0	0	0
1986-08-04	0	0	0	0.1	NA	3.2	0	1.6	0	NA	0	0	0	0	3.4	0	0
1986-08-05	0	0	0	0	NA	0	0	0	0.1	NA	0	0	0	0	0	0	0
1986-08-06	0	0	0	0.3	NA	0.8	0	0.5	0	NA	0.3	0	0	0	0	0	2.6
1986-08-07	0	0	0	0	NA	0	0	0	0	NA	0	0	0	0.2	0	0	0.5
1986-08-08	0	0.2	2	0.9	NA	0.1	0	0	0	NA	1	1	0.9	4.1	1.2	1	0
1986-08-09	6	1.6	4.3	1.2	NA	7	2	2.2	1.2	NA	0	1	0.5	0	0	5	2.5
1986-08-10	2	0	0	0	NA	1.5	0	0	0	1	0.6	0	0	0	0.2	0.4	0
1986-08-11	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-08-12	1	0	0	0	NA	0	0	0	0	0.9	0	0	0	0	0	0	0
1986-08-13	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-08-14	0	0	4	0	NA	3.5	0	0	0	0	0	0	0	0	0	0	0
1986-08-15	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-08-16	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-08-17	0	2.6	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-08-18	0	15.5	5.6	1.8	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-08-19	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-08-20	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-08-21	3	0.4	0	2	NA	0.2	0	1.3	0.3	2.4	3	0	0	0	4.3	0.6	0.5
1986-08-22	0	0	0	0	NA	1.8	0	0.1	0	0	0	0	0	0	0	0	0
1986-08-23	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-08-24	0	0	0	0	NA	0.4	0	0	0	0	0	0	0	0	0	0	0
1986-08-25	1	0	0	0	NA	0	0	0.7	0	2.6	1.8	0	0.7	1.6	2.3	1.8	0.9
1986-08-26	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-08-27	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-08-28	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-08-29	0	0	2.1	0.8	NA	0	0	0	7	3.1	0.2	1.7	8.2	13.5	7.5	0	5.7
1986-08-30	54	0	0	2.8	NA	16.5	41.2	14.6	31	67.3	42.7	0.5	4.3	7	57.4	45.4	53.6
1986-08-31	0	0	0	0.6	NA	0.8	2.8	0	0	0	0	0	0	0	0	0	0
1986-09-01	34	3.4	17.6	13.6	NA	0.2	52.5	15.4	26.3	65.5	43.2	6	8.5	22	24.2	38	37.8
1986-09-02	30	1.1	0.8	0	NA	17.5	10.5	24.2	5.7	11.5	25.8	1.3	2.2	1.8	9	25	3.9
1986-09-03	0	0	0	0	NA	0	0	0.4	0	2.7	0	0	0	0	0	0	1.4
1986-09-04	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-09-05	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-09-06	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-09-07	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-09-08	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	3.2	0	0
1986-09-09	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-09-10	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-09-11	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-09-12	1	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-09-13	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-09-14	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-09-15	0	0.5	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-09-16	1	4.1	0	0	NA	0	0	0.2	6	1.3	0	1.4	0.1	2	0	0	0
1986-09-17	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-09-18	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-09-19	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-09-20	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-09-21	0	0.3	0	0	NA	0	0	0	0	0	0	0	0	0	1.4	0	2.2
1986-09-22	3	3	0	2.2	NA	0	2.5	0	0.9	1.9	0	0	0	0	0.4	0	0.8
1986-09-23	1	12.6	24.6	1.9	NA	0	0	0	7.6	3	0	6	0.5	0	0	0	0
1986-09-24	0	6.2	4	0	NA	0	0	0	0	0	0	1.5	0	0	0	0	0
1986-09-25	0	0	0.3	0.7	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-09-26	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-09-27	4	12	6	3.4	NA	0	5.9	4.5	6.7	3.4	0	15.8	10	8.5	6	3	1.1
1986-09-28	2	0	0	0.3	NA	5.5	0.6	3.9	3.5	6.2	3.1	0	0.1	2.6	3.2	1	1.8
1986-09-29	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-09-30	20	0	0	0	NA	4.6	0	21	35	22	11.2	4	11.1	17	31	20.2	20.4
1986-10-01	0	0	1.2	1	NA	8.2	0	4.7	1	0.4	0	0	0	0	0	0	0
1986-10-02	27	1.7	0.3	16.7	NA	60.1	61	40.2	31	29.4	20.2	0.7	0	1	0	10	0
1986-10-03	0	1.1	0	1	NA	2.4	0.4	1.6	0	0	3.9	0	0	0	0	0	0
1986-10-04	59	0	0	0	NA	1.9	0.2	13.8	5	40.8	51.4	6.8	2.9	0	13.4	68.2	7.7
1986-10-05	21.8	0.7	3.6	1.4	NA	0	3.8	10.6	5	18.1	47.8	3.8	1	1	3.7	13.2	1.5
1986-10-06	5	1	5.7	0.4	NA	0	0	0	2	9.1	0	4.7	8.6	8.5	0	1	0
1986-10-07	0	0.7	2.1	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-10-08	0	5.8	4.2	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-10-09	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	6.1	0	4.8
1986-10-10	0	0	5	0.6	NA	0.1	0	0.2	1	0.6	2.2	0.8	0	0	3.7	0.2	8.6
1986-10-11	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-10-12	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0.4	0	3.2
1986-10-13	0	0	0	0	NA	0	0	0	0	0.3	0	16.8	8.6	7	12.9	0	10.2
1986-10-14	0	0	0	0	NA	0	0	0	0	0	0	15	7.5	9.3	4.8	0	8.1
1986-10-15	5.5	9.2	18.4	20.6	NA	16	32.5	15.1	0.7	8	22.5	0	0.1	0.3	8.6	17.2	3.1
1986-10-16	0	0	2.5	0	NA	1.1	0	3	0	0	0	0	0	0	0	0	0
1986-10-17	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-10-18	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-10-19	0	0.5	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-10-20	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0.6
1986-10-21	0	0	0	0	NA	5.2	0	0	0	0	0	0	0	0	0	0	0.6
1986-10-22	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-10-23	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-10-24	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-10-25	7	0	0	0	NA	0	0	0	0	5.1	1.8	0.1	5	0.6	0	6.4	0
1986-10-26	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	2	0	14.1
1986-10-27	8.4	0	0	1.2	NA	8.5	3.8	15.1	4.4	6	11	0.1	5.6	4	6	9.5	2.8
1986-10-28	5	0	0	14	NA	0	0	0	2.5	2	4.1	5	2.6	2.9	0	2	0
1986-10-29	6	39.1	79.3	43.5	NA	30.5	14.5	11	5.1	10.1	7.5	0.2	3.2	9	3.3	14	2.5
1986-10-30	12	0.8	0.4	12.1	NA	15.6	24	15.7	12.2	24.1	39.9	0.5	1.3	1.7	25.2	6	1
1986-10-31	4	0	0	0	NA	0	0	0	5	9.6	0	4.9	0.6	5.8	2.3	0	3
1986-11-01	5	0	4.8	4.8	NA	0.2	0	5.5	1.8	9.7	7.4	8.5	7.8	13	12.6	4.5	13.6
1986-11-02	0	0.4	9.4	2	NA	1.6	0	1	0	0	0	0	0	0	0	0	0
1986-11-03	0	0	0.6	0	NA	1.5	0	2.5	0.7	0	0	0	0	0	0	0	0
1986-11-04	0	0	0	0	NA	0	0	0	0	0	0	1	0	0.1	0	0	0
1986-11-05	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-11-06	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-11-07	0	0	0	0	NA	0	0	0	0	0	0	1	0	0	0	0	0
1986-11-08	0	0	0	0	NA	0.6	0	0	0	0	0	0	0	0	0	0	0
1986-11-09	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-11-10	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-11-11	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-11-12	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-11-13	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-11-14	7	0	0	1.2	NA	0	20.5	0	1	3.3	50.3	1.6	0	0	0.1	10	0
1986-11-15	10	0	0	1.2	NA	43	3.6	14.9	5	9.9	18.3	0	0	0	0	11	0
1986-11-16	0	0	0.6	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-11-17	42	0	0	0	NA	29.5	40.5	16.7	55.8	29.2	23.5	27.4	22	21	75	57	23
1986-11-18	0	1.3	5.2	0	NA	17.7	0	0	0	2.9	0	0	0.2	2.5	10.5	0	0.7
1986-11-19	0	0.5	0	0	NA	0	0	0.1	0	0	25	0	0	0	0	0.4	0
1986-11-20	3	0	0	8.8	NA	0.9	41.5	11.5	1.2	1.2	11	18.8	0.5	3.2	6	0.2	4.2
1986-11-21	78	1	31	0	NA	49.7	0	15.9	0	3.5	18.8	0	0	0	4	18.5	0
1986-11-22	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-11-23	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-11-24	39	1.8	6.5	11	NA	19.2	38.5	8.4	31.2	57.3	17.2	25	11.5	16.5	19.1	26.7	14.4
1986-11-25	0	0	0	0	NA	0	0	0	0	0	0	0	0.2	0	12	0	12.5
1986-11-26	0	0	0	2.1	NA	24	3.9	22.6	0	0.4	2.6	0	0	0.8	2.3	30.5	2.3
1986-11-27	0	0	0	0	NA	0.7	0	0	0	0.3	5.4	2.5	0.8	1.5	2.1	3.4	0.8
1986-11-28	0	4	0	15.2	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-11-29	0.3	2	3.3	4.1	NA	5	6.2	7.1	0.6	0	9.3	0	3	4.2	1	0	0.8
1986-11-30	18	0	0	0	NA	0	0	3	0	9.8	5.5	0	0	0	20.5	30.5	11.8
1986-12-01	7	0.8	0	0	NA	3.6	7.1	3	6.2	0	2.3	0	0.2	0.3	0	10.8	0.5
1986-12-02	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-12-03	0	0	0	0	NA	0	0	0	0	0	0	0.5	2.7	0.5	0	0	0.4
1986-12-04	0	0	0	0	NA	0	0	0	2	20.4	0	0	0	0	0	4.8	0.4
1986-12-05	25	6.5	6.8	17.4	NA	0.9	0	12.3	6	4.8	13.7	0	0	0	0	18.5	0
1986-12-06	0	0.6	15.8	0	NA	0.1	0	0	0	0	0	0	0	0	0	0	0
1986-12-07	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	1	0
1986-12-08	0	1	0	0.4	NA	0	0	0	0	0	1	0	0	0	0	2	0
1986-12-09	6	0.3	4.3	0	NA	0.5	13	1.3	0	0.1	0	0	0	0	0	5.4	0
1986-12-10	0	0.8	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-12-11	6	10	38	22.2	NA	6.7	21.5	4.1	22	9.9	1.3	7	18.2	34.5	0	0.9	0
1986-12-12	0	0	1.4	0	NA	0	0	0	1.2	0.7	0.5	0.2	0	0	0	0	1
1986-12-13	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-12-14	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-12-15	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-12-16	0	0	1.2	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-12-17	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-12-18	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-12-19	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-12-20	0	0	0	0	NA	0	0	0	0	0	0	0	0	9.8	0	0	0
1986-12-21	6	0	0	13.6	NA	0	8.8	0	7.2	5.8	11.5	62	5.3	0	6.5	1	2.2
1986-12-22	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-12-23	0	0	0	0	NA	0	0	0	0	0	0	0.6	0.5	0	0	0	0
1986-12-24	0	8	0	2.2	NA	0	1.4	0	0	0.2	0	0	0	0	0.2	0	0.7
1986-12-25	0	11.5	30	3	NA	0	24	0	0	0.1	0	8.4	3.5	6.1	0	0	0
1986-12-26	0.3	41.5	1.4	2.3	NA	0	2.5	0	0	1.8	0.2	2.7	29.8	12	0.4	0	1.3
1986-12-27	0	9	29.7	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1986-12-28	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0.3	0	0.5
1986-12-29	0.3	0.3	2	31	NA	0	7.3	0	1	0.6	0	26.5	31.2	12	0	0	0.9
1986-12-30	0	1.7	51	11.9	NA	0	0	0	0	0	19.8	0	0	0	0	0	0
1986-12-31	0	6	19.7	1.3	NA	0	0	0	0	0	0	0	0	0	0	0	0
1987-01-01	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1987-01-02	0	0	0	0	NA	0	0	0	0	0	0	1	0	0	0	0	0
1987-01-03	15	0	0	0	NA	0	0	0	29.5	44.2	0	21	3.3	3.6	0	4.5	0
1987-01-04	45	0	15	0.6	NA	27.5	8	51.3	3.8	18.6	41.5	0	0	0	0	26.8	NA
1987-01-05	0	0	0	0.1	NA	0	0	0	0	7.8	2.5	0	0	4.6	0	14.8	20.9
1987-01-06	0	12.3	44	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1987-01-07	0	0.6	0	0	NA	0	0	0	0	0	0	0	0	0	20	0	1.6
1987-01-08	0	0	0	0	NA	0	0	0	0	0.6	0	0	0	0	0	0	0.1
1987-01-09	0	0	0	0	NA	0	0	0	0	0	0.9	0	0	0	0	0	0
1987-01-10	18	2.7	5	2.7	NA	13	6	1	25	12.5	30.6	0	20.3	24	3.6	13	12.5
1987-01-11	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
1987-01-12	0	13.5	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1987-01-13	7	5	3	0.2	NA	0	0.5	0	0.2	3.7	6.4	0	4	0.5	0	1.8	3.5
1987-01-14	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1987-01-15	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1987-01-16	0	0	0	0	NA	0	0	0	0	0	0	7	0	0	0	0	0
1987-01-17	9	0	35	1.3	NA	0	5.5	0	0	27.7	3	0	0	0	3.4	4	0
1987-01-18	0	0	0	0	NA	0	0	0	0	0	0	1.2	0	0	8.5	0	NA
1987-01-19	9	25.5	29.4	18.2	NA	0	23.5	0	30.6	29.2	0	20.2	33.5	20	19.5	0.4	39.4
1987-01-20	0	0	4	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1987-01-21	4	0	0	0.4	NA	0	0.6	0	0	11.1	30.2	0	0.1	1.3	0	0	0
1987-01-22	7.6	2	0.6	0	NA	7	11.5	12.3	50	10.5	12.3	35	19.7	75	0	0	3
1987-01-23	0	0	0	0	NA	0	0	0	0	0.7	0	0	3.5	3.7	0	0	0
1987-01-24	0	0	0	0	NA	0.1	0	0.8	9	0.8	0	0	0	0	0	0	0
1987-01-25	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
1987-01-26	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1987-01-27	0	0	0	0	NA	0	0	0	0	0	0	4.5	6.7	7.2	2.5	0	0
1987-01-28	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1
1987-01-29	15	13	0	0	NA	0	0	0	0	9.7	0	1	7.3	0	23	0	37.4
1987-01-30	20	28	4	2.7	NA	44	2.4	34.2	12	20.2	19	0	0.1	27.1	2	45	0.3
1987-01-31	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1987-02-01	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
1987-02-02	0	2.5	0	0	NA	0	0	0	0	0	0	2	0	0	0	0	NA
1987-02-03	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
1987-02-04	1	6	6.3	0	NA	0	15.5	10.7	13.5	0.2	11.5	0	0	0	0	5.5	NA
1987-02-05	14	19	18	23.3	NA	11.5	22.5	25.4	7.8	16.4	59.4	23	26.2	8	2	5.5	NA
1987-02-06	0	18	0	5	NA	25.5	0.4	2.6	0	0.2	0.8	0	0	0	0	0	NA
1987-02-07	0	0	0	0	NA	0	0.5	0	0.5	0	0	0.5	0	3	0.9	0	NA
1987-02-08	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
1987-02-09	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
1987-02-10	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
1987-02-11	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
1987-02-12	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
1987-02-13	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
1987-02-14	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
1987-02-15	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
1987-02-16	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
1987-02-17	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
1987-02-18	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
1987-02-19	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
1987-02-20	0	0	0	0	NA	3	0	21	0	0	30.5	5	0	0	0	0	NA
1987-02-21	0	5.8	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
1987-02-22	0	0	0	51.8	NA	0	1.9	0	0	0	0	0	0	0	0	0	NA
1987-02-23	82	0.5	4	41.1	NA	33.5	81.5	28	42.3	34.8	95.3	12.4	1.2	29	3.5	75	NA
1987-02-24	6	13.7	5.3	4.8	NA	53	22.5	28	30.4	58.9	14.4	6	17.5	12.5	0	7	NA
1987-02-25	12	2.8	6.3	6.8	NA	46.2	33	76.3	10.5	4.9	30.1	0	0.5	0	4	16.2	NA
1987-02-26	1	77.2	4	22.8	NA	2.5	14.2	36.7	3	11.1	10.5	2.5	0	0	0	1	NA
1987-02-27	14	24	0	6	NA	0	8	15.8	5	24.3	16.1	23.8	4.3	4.6	0	75.2	NA
1987-02-28	22	0	0	35	NA	0	23.2	0	0.8	117.3	0	15.8	18.2	18	0	22.2	NA
1987-03-01	0	0	0	0	NA	0	0	0	0.2	0	0	NA	30	44	4.5	0	NA
1987-03-02	30	12	0	1	NA	0	20.5	0	54.1	150.2	64.2	14.5	11.6	77	7.3	70	NA
1987-03-03	127	32	16	66.3	NA	0	40.5	22.3	82.8	129	0.5	36.7	19.8	25	24.2	99	8.5
1987-03-04	0	0	0.8	0.9	NA	10.4	0.8	6.3	0	0	3.1	0	0	0	5.6	5	4.3
1987-03-05	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1987-03-06	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1987-03-07	0	0	6.2	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1987-03-08	4	0	0.6	2.5	NA	3	0.3	0.4	3.5	0.8	3	0	0.3	0	0	3.8	NA
1987-03-09	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1987-03-10	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1987-03-11	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1987-03-12	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1987-03-13	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1987-03-14	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0.4	0
1987-03-15	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
1987-03-16	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1987-03-17	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1987-03-18	0	0	1.2	0	NA	0	1.5	0	15.4	10.2	0.3	10	8	14.5	0.7	0	0
1987-03-19	16	2.7	7.3	0.8	NA	74.5	21	52.2	7	12.6	16.9	0.5	0.7	0	0	10	0
1987-03-20	0	1.4	0	0	NA	0.7	0	0	0	0	0	0	0	0	0	0	0
1987-03-21	0	0	0	0	NA	0.3	0	0	0	0	0	0	0	0	0	0	0
1987-03-22	65	10	0	17.6	NA	4	42	2.3	58	57.9	14.7	35.8	45.6	40	9	15	10.2
1987-03-23	17	2.1	14	34.3	NA	45	12.5	26.2	6	4.2	48.9	0.5	1.3	3.5	10.1	110	7.7
1987-03-24	0	6.3	38.8	11.3	NA	3.5	3.2	7.5	14.7	10	13	14.7	9.8	4	17	5	22.5
1987-03-25	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1987-03-26	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
1987-03-27	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	2.6	0	12.5
1987-03-28	42	20.9	27.3	29.5	NA	0	26.5	0	16	34.5	1.5	12.8	7.4	2	5.6	25	4.3
1987-03-29	72	3	2.4	3.8	NA	29.1	38.5	16.8	12	43.8	79.1	3	4.2	3	8	65.2	NA
1987-03-30	0	10.4	11.1	2.1	NA	28	3.4	24.3	0	0	0	0	0	0	0	0	0
1987-03-31	0	3.9	6	0.3	NA	8	0	4.4	0	0	0	0	0	0	0	0	0
1987-04-01	0	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0
1987-04-02	0	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0
1987-04-03	0	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0
1987-04-04	0	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0
